SVC_NUM,DIR,ROUT_SEQ,BS_CODE,DISTANCE
187,2,28,44161,12
187,2,29,44151,12.5
187,2,30,44131,13
187,2,31,44141,13.3
187,2,32,44251,13.8
187,2,33,44241,14.2
187,2,34,44231,14.7
187,2,35,44261,15.4
187,2,36,BKE,-
187,2,37,46499,22.4
187,2,38,46521,22.6
187,2,39,46531,23
187,2,40,46541,23.4
187,2,41,46009,24.1
188,1,1,44009,0
188,1,2,44461,0.4
188,1,3,44451,0.7
188,1,4,44441,1.1
188,1,5,44121,1.5
188,1,6,44159,2.2
188,1,7,44169,2.7
188,1,8,43529,3.1
188,1,9,43641,3.5
188,1,10,43831,3.8
188,1,11,43491,4
188,1,12,43481,4.5
188,1,13,43471,4.8
188,1,14,43461,5.1
188,1,15,43401,5.6
188,1,16,43321,6
188,1,17,43371,6.4
188,1,18,43699,6.7
188,1,19,28629,7.1
188,1,20,28631,7.3
188,1,21,28641,7.6
188,1,22,28651,8.2
188,1,23,28049,8.8
188,1,24,28039,9.2
188,1,25,28029,9.5
188,1,26,28019,10.1
188,1,27,20109,10.7
188,1,28,17051,11.1
188,1,29,20019,11.6
188,1,30,17149,11.9
188,1,31,17139,12.3
188,1,32,17191,12.9
188,1,33,16159,13.6
188,1,34,16149,13.9
188,1,35,16139,14.2
188,1,36,16089,14.7
188,1,37,16079,14.9
188,1,38,16069,15.2
188,1,39,16059,15.5
188,1,40,16049,15.7
188,1,41,16039,15.9
188,1,42,16029,16.2
188,1,43,16019,16.6
188,1,44,16209,17
188,1,45,15229,17.3
188,1,46,15219,17.5
188,1,47,15209,17.9
188,1,48,15199,18.2
188,1,49,15169,18.7
188,1,50,15159,18.9
188,1,51,15149,19.2
188,1,52,14189,19.6
188,1,53,14179,19.9
188,1,54,14169,20.3
188,1,55,14159,20.8
188,1,56,14139,21.2
188,1,57,14009,21.6
188,2,1,14009,0
188,2,2,14131,0.4
188,2,3,14151,0.9
188,2,4,14161,1.4
188,2,5,14171,1.7
188,2,6,15141,2.4
188,2,7,15151,2.7
188,2,8,15161,2.9
188,2,9,15191,3.4
188,2,10,15201,3.7
188,2,11,15221,4.3
188,2,12,16201,4.6
188,2,13,16011,5
188,2,14,16021,5.4
188,2,15,16031,5.7
188,2,16,16041,5.9
188,2,17,16051,6.2
188,2,18,16061,6.4
188,2,19,16071,6.7
188,2,20,16081,7
188,2,21,16131,7.4
188,2,22,16141,7.7
188,2,23,16151,8
188,2,24,17121,8.6
188,2,25,17131,9.1
188,2,26,17141,9.5
188,2,27,17059,10.4
188,2,28,20101,10.8
188,2,29,28011,11.4
188,2,30,28021,11.9
188,2,31,28031,12.3
188,2,32,28041,12.9
188,2,33,28659,13.5
188,2,34,28649,14.2
188,2,35,28639,14.5
188,2,36,28621,14.7
188,2,37,43691,15.2
188,2,38,43379,15.6
188,2,39,43329,15.9
188,2,40,43409,16.3
188,2,41,43469,16.9
188,2,42,43479,17.2
188,2,43,43489,17.5
188,2,44,43499,17.9
188,2,45,43839,18.3
188,2,46,43649,18.6
188,2,47,43521,18.9
188,2,48,44161,19.4
188,2,49,44151,19.9
188,2,50,44129,20.5
188,2,51,44449,20.9
188,2,52,44459,21.3
188,2,53,44469,21.6
188,2,54,44009,22.1
188E,1,1,44009,0
188E,1,2,44461,0.4
188E,1,3,44451,0.7
188E,1,4,44441,1.1
188E,1,5,44121,1.5
188E,1,6,E4308,-
188E,1,7,E4309,-
188E,1,8,43641,3.5
188E,1,9,43831,3.8
188E,1,10,43491,4
188E,1,11,43481,4.5
188E,1,12,43471,4.8
188E,1,13,43461,5.1
188E,1,14,43401,5.6
188E,1,15,43321,6
188E,1,16,43371,6.4
188E,1,17,43699,6.7
188E,1,18,28629,7.1
188E,1,19,28631,7.3
188E,1,20,28641,7.6
188E,1,21,28651,8.2
188E,1,22,E2202,-
188E,1,23,E2203,-
188E,1,24,AYE,-
188E,1,25,20019,11.7
188E,1,26,AYE,-
188E,1,27,16159,13.7
188E,1,28,16149,14
188E,1,29,16139,14.3
188E,1,30,E1600,-
188E,1,31,E1501,-
188E,1,32,15199,18.3
188E,1,33,15169,18.8
188E,1,34,15159,19
188E,1,35,15149,19.3
188E,1,36,E1401,-
188E,1,37,14009,21.7
188R,1,1,44009,0
188R,1,2,44461,0.4
188R,1,3,44451,0.7
188R,1,4,44441,1.1
188R,1,5,44121,1.5
188R,1,6,E4308,-
188R,1,7,E4309,-
188R,1,8,43641,3.5
188R,1,9,43831,3.8
188R,1,10,43491,4
188R,1,11,43481,4.5
188R,1,12,43471,4.8
188R,1,13,43461,5.1
188R,1,14,43401,5.6
188R,1,15,43321,6
188R,1,16,43371,6.4
188R,1,17,43699,6.7
188R,1,18,28629,7.1
188R,1,19,28631,7.3
188R,1,20,28641,7.6
188R,1,21,28651,8.2
188R,1,22,E2202,-
188R,1,23,E2203,-
188R,1,24,AYE,-
188R,1,25,E1500,-
188R,1,26,14169,19.5
188R,1,27,14129,20.9
188R,1,28,14519,23.4
188R,2,1,14519,0
188R,2,2,14121,2.3
188R,2,3,14161,3.7
188R,2,4,E1500,-
188R,2,5,AYE,-
188R,2,6,E2203,-
188R,2,7,E2202,-
188R,2,8,28659,14.9
188R,2,9,28649,15.6
188R,2,10,28639,15.9
188R,2,11,28621,16.1
188R,2,12,43691,16.6
188R,2,13,43379,17
188R,2,14,43329,17.3
188R,2,15,43409,17.7
188R,2,16,43469,18.3
188R,2,17,43479,18.6
188R,2,18,43489,18.9
188R,2,19,43499,19.3
188R,2,20,43839,19.7
188R,2,21,43649,20
188R,2,22,E4309,-
188R,2,23,E4308,-
188R,2,24,44129,21.9
188R,2,25,44449,22.3
188R,2,26,44459,22.7
188R,2,27,44469,23
188R,2,28,44009,23.5
189,1,1,43009,0
189,1,2,43701,0.5
189,1,3,43389,1
189,1,4,43519,1.4
189,1,5,43599,1.8
189,1,6,43509,2.2
189,1,7,43219,2.5
189,1,8,43319,2.9
189,1,9,42319,3.3
189,1,10,PIE,-
189,1,11,12209,5.4
189,1,12,17379,6.1
189,1,13,17189,6.4
189,1,14,17179,6.7
189,1,15,17259,7.3
189,1,16,17049,8.2
189,1,17,17039,8.6
189,1,18,17389,8.9
189,1,19,17029,9.2
189,1,20,17019,9.6
189,1,21,16009,10.2
189,1,22,17011,10.7
189,1,23,17021,11
189,1,24,17381,11.3
189,1,25,17031,11.6
189,1,26,17041,11.9
189,1,27,17251,12.9
189,1,28,17161,13.1
189,1,29,17171,13.5
189,1,30,17181,13.8
189,1,31,17371,14.2
189,1,32,12201,14.9
189,1,33,PIE,-
189,1,34,42311,16.6
189,1,35,43311,17.1
189,1,36,43211,17.3
189,1,37,43501,17.7
189,1,38,43591,18
189,1,39,43511,18.4
189,1,40,43381,18.8
189,1,41,43709,19.4
189,1,42,43009,19.8
190,1,1,44009,0
190,1,2,44539,0.4
190,1,3,44399,0.9
190,1,4,44299,1.2
190,1,5,44289,1.5
190,1,6,44279,1.9
190,1,7,44141,2.3
190,1,8,44251,2.8
190,1,9,44241,3.2
190,1,10,44231,3.7
190,1,11,44261,4.4
190,1,12,BKE,-
190,1,13,PIE,-
190,1,14,40239,14.1
190,1,15,40229,14.5
190,1,16,40219,14.8
190,1,17,40209,15.2
190,1,18,40199,15.7
190,1,19,9219,16.4
190,1,20,9047,16.8
190,1,21,9037,17.3
190,1,22,8138,18
190,1,23,8057,18.4
190,1,24,8069,18.9
190,1,25,4159,19.4
190,1,26,4149,19.7
190,1,27,4229,20
190,1,28,4239,20.2
190,1,29,5059,20.5
190,1,30,5049,20.7
190,1,31,5039,21.1
190,1,32,5019,21.4
190,1,33,10589,22
190,2,1,10589,0
190,2,2,10017,0.2
190,2,3,5012,0.7
190,2,4,5022,1.3
190,2,5,4222,1.8
190,2,6,4223,2.1
190,2,7,4143,2.5
190,2,8,4121,2.8
190,2,9,8041,3.1
190,2,10,8031,3.4
190,2,11,8111,3.9
190,2,12,8121,4.2
190,2,13,E0902,-
190,2,14,E0901,-
190,2,15,9011,4.9
190,2,16,9023,5.2
190,2,17,9213,5.9
190,2,18,40191,6.7
190,2,19,40201,7.1
190,2,20,40211,7.5
190,2,21,40221,7.7
190,2,22,40231,8.1
190,2,23,PIE,-
190,2,24,BKE,-
190,2,25,44269,17.4
190,2,26,44239,18
190,2,27,44249,18.4
190,2,28,44259,18.8
190,2,29,44149,19.5
190,2,30,44271,19.8
190,2,31,44281,20.2
190,2,32,44291,20.5
190,2,33,44391,20.9
190,2,34,44009,21.9
300,1,1,44009,0
300,1,2,44491,0.4
300,1,3,44501,0.9
300,1,4,44621,1.2
300,1,5,44551,1.8
300,1,6,E4404,-
300,1,7,44569,2.6
300,1,8,44579,2.9
300,1,9,44459,3.2
300,1,10,44521,3.5
300,1,11,44511,3.8
300,1,12,44689,4.1
300,1,13,44559,4.6
300,1,14,44629,4.9
300,1,15,44509,5.3
300,1,16,44499,5.7
300,1,17,44009,6.3
302,1,1,44009,0
302,1,2,45231,0.4
302,1,3,45241,0.9
302,1,4,45251,1.2
302,1,5,45311,1.6
302,1,6,45261,1.8
302,1,7,45271,2.1
302,1,8,45321,2.6
302,1,9,45389,3.1
302,1,10,45401,3.5
302,1,11,45411,3.7
302,1,12,45421,4
302,1,13,45439,4.2
302,1,14,45399,4.4
302,1,15,45329,4.9
302,1,16,E4535,-
302,1,17,45279,5.3
302,1,18,45269,5.6
302,1,19,45319,5.9
302,1,20,45259,6.2
302,1,21,45249,6.6
302,1,22,45239,7
302,1,23,44009,7.5
307,1,1,44009,0
307,1,2,44539,0.4
307,1,3,44541,0.8
307,1,4,45291,1.2
307,1,5,45309,1.5
307,1,6,45369,1.9
307,1,7,45379,2.3
307,1,8,45359,2.7
307,1,9,45321,3
307,1,10,45339,3.3
307,1,11,45349,3.6
307,1,12,45351,4.1
307,1,13,45371,4.5
307,1,14,45361,4.9
307,1,15,45301,5.3
307,1,16,45299,5.5
307,1,17,44549,5.9
307,1,18,44531,6.4
307,1,19,44461,6.7
307,1,20,E4403,-
307,1,21,44489,7.1
307,1,22,44479,7.5
307,1,23,E4404,-
307,1,24,44409,7.8
307,1,25,44439,8.2
307,1,26,44421,8.5
307,1,27,44411,8.7
307,1,28,E4409,-
307,1,29,44291,9.4
307,1,30,44111,9.7
307,1,31,44471,9.9
307,1,32,44481,10.3
307,1,33,E4403,-
307,1,34,44469,10.7
307,1,35,E4401,-
307,1,36,44009,11.2
530,1,1,13051,0
530,1,2,13062,0.3
530,1,3,13071,0.9
530,1,4,13081,1.3
530,1,5,13091,1.7
530,1,6,13101,2.1
530,1,7,4339,2.4
530,1,8,4219,2.6
530,1,9,E0405,-
530,1,10,E0503,-
530,1,11,5319,3.8
530,1,12,E0305,-
530,1,13,3129,4.8
530,1,14,3217,5.2
530,1,15,3218,5.4
531,1,1,96129,0
531,1,2,96189,0.2
531,1,3,96261,0.5
531,1,4,96161,0.8
531,1,5,96251,1.1
531,1,6,96109,1.5
531,1,7,85079,2.1
531,1,8,85089,2.3
531,1,9,85069,2.6
531,1,10,85059,2.9
531,1,11,85049,3.3
531,1,12,85039,3.6
531,1,13,85029,3.8
531,1,14,85019,4
531,1,15,94079,4.2
531,1,16,94069,4.7
531,1,17,94059,5.1
531,1,18,94049,5.5
531,1,19,94089,5.7
531,1,20,94039,6
531,1,21,E8405,-
531,1,22,ECP,-
531,1,23,E0205,-
531,1,24,2149,16.8
531,1,25,2161,17.3
531,1,26,2051,17.9
531,1,27,2061,18.2
531,1,28,E0206,-
531,1,29,3019,19.2
531,1,30,3129,20
531,1,31,3217,20.4
531,1,32,3218,20.6
531,2,1,3222,0
531,2,2,3111,0.7
531,2,3,3071,1
531,2,4,E0302,-
531,2,5,3011,1.8
531,2,6,2111,2.4
531,2,7,E8000,-
531,2,8,E0200,-
531,2,9,2151,3
531,2,10,2161,3.7
531,2,11,E0200,-
531,2,12,E0202,-
531,2,13,E0702,-
531,2,14,E0201,-
531,2,15,E8405,-
531,2,16,94031,15
531,2,17,94041,15.4
531,2,18,94051,15.8
531,2,19,94061,16.3
531,2,20,94071,16.8
531,2,21,85021,17.1
531,2,22,85031,17.5
531,2,23,85041,17.7
531,2,24,85051,18.1
531,2,25,85061,18.4
531,2,26,85081,18.6
531,2,27,85071,18.9
531,2,28,96101,19.3
531,2,29,96259,19.9
531,2,30,96169,20.2
531,2,31,96269,20.6
531,2,32,96181,20.9
531,2,33,96121,21.1
546,1,1,60221,0
546,1,2,80291,0.4
546,1,3,80301,0.8
546,1,4,80311,1
546,1,5,80109,1.2
546,1,6,80051,1.5
546,1,7,E8003,-
546,1,8,E8000,-
546,1,9,80169,4.2
546,1,10,80159,5.1
546,1,11,2119,5.6
546,1,12,3019,6.6
546,1,13,3129,7.4
546,1,14,3217,7.8
546,1,15,3218,8
587,1,1,46861,0
587,1,2,46871,0.3
587,1,3,E4602,-
587,1,4,47549,0.7
587,1,5,47559,1.1
587,1,6,47569,1.5
587,1,7,47579,1.9
587,1,8,47589,2.3
587,1,9,46649,2.6
587,1,10,46331,3
587,1,11,46341,3.3
587,1,12,46351,3.7
587,1,13,46629,4
587,1,14,46619,4.4
587,1,15,47639,4.8
587,1,16,46491,5.3
587,1,17,BKE,-
587,1,18,PIE,-
587,1,19,E4022,-
587,1,20,E4023,-
587,1,21,9219,23.8
587,1,22,9037,24.6
587,1,23,8137,25.1
587,1,24,8058,25.8
587,1,25,8069,26.2
587,1,26,4179,26.5
587,1,27,2119,27.3
587,1,28,E0206,-
587,1,29,3019,28.3
587,1,30,3129,29.1
587,1,31,3217,29.5
587,1,32,3218,29.7
588,1,1,53369,0
588,1,2,53359,0.4
588,1,3,53349,0.8
588,1,4,53339,1.2
588,1,5,53329,1.7
588,1,6,53159,2
588,1,7,53149,2.5
588,1,8,53139,2.8
588,1,9,53129,3.3
588,1,10,53319,3.8
588,1,11,53309,4.3
588,1,12,53229,4.8
588,1,13,53419,5.1
588,1,14,53409,5.3
588,1,15,E5300,-
588,1,16,E5205,-
588,1,17,CTE,-
588,1,18,E0504,-
588,1,19,5129,15
588,1,20,E0503,-
588,1,21,5319,15.4
588,1,22,E0305,-
588,1,23,3129,16.4
588,1,24,3217,16.8
588,1,25,3218,17
589,1,1,17429,0
589,1,2,17419,0.5
589,1,3,17409,0.7
589,1,4,17399,0.9
589,1,5,E1206,-
589,1,6,17259,2.9
589,1,7,17049,3.8
589,1,8,17039,4.2
589,1,9,17389,4.5
589,1,10,E1206,-
589,1,11,17299,5.7
589,1,12,16249,6.2
589,1,13,16239,6.8
589,1,14,16229,7.2
589,1,15,E1411,-
589,1,16,3222,15.5
589,1,17,3111,16.2
589,1,18,3031,16.8
589,1,19,3011,17.4
590,1,1,45421,0
590,1,2,45439,0.2
590,1,3,E4451,-
590,1,4,E4406,-
590,1,5,45371,1.7
590,1,6,45361,2.1
590,1,7,45301,2.5
590,1,8,E4406,-
590,1,9,KJE,-
590,1,10,BKE,-
590,1,11,PIE,-
590,1,12,E4022,-
590,1,13,E4023,-
590,1,14,9219,20.3
590,1,15,9037,21.1
590,1,16,8137,21.6
590,1,17,8058,22.3
590,1,18,8069,22.7
590,1,19,4179,23
590,1,20,2119,23.8
590,1,21,E0206,-
590,1,22,3019,24.8
590,1,23,3129,25.6
590,1,24,3217,26
590,1,25,3218,26.2
529,1,1,55509,0
529,1,2,55171,0.5
529,1,3,55029,1
529,1,4,55349,1.4
529,1,5,55339,1.7
529,1,6,55351,2.1
529,1,7,E5606,-
529,1,8,E5607,-
529,1,9,E5605,-
529,1,10,E5607,-
529,1,11,55371,2.7
529,1,12,55381,3
529,1,13,55361,3.3
529,1,14,55331,3.7
529,1,15,55341,4
529,1,16,55021,4.3
529,1,17,55179,4.9
529,1,18,55189,5.3
529,1,19,55509,5.7
598,1,1,44859,0
598,1,2,44019,0.2
598,1,3,43119,0.5
598,1,4,43109,1.2
598,1,5,43089,1.7
598,1,6,E4502,-
598,1,7,43859,2.3
598,1,8,43869,2.5
598,1,9,E4504,-
598,1,10,43879,3
598,1,11,43889,3.4
598,1,12,E4500,-
598,1,13,E4502,-
598,1,14,BKE,-
598,1,15,PIE,-
598,1,16,E4023,-
598,1,17,E4022,-
598,1,18,9219,15.4
598,1,19,9037,16.2
598,1,20,8137,16.7
598,1,21,8058,17.4
598,1,22,8069,17.8
598,1,23,4179,18.1
598,1,24,2119,18.9
598,1,25,E0206,-
598,1,26,3019,19.9
598,1,27,3129,20.7
598,1,28,3217,21.1
598,1,29,3218,21.3
599,1,1,64449,0
599,1,2,64439,0.2
599,1,3,64609,0.9
599,1,4,64479,1.2
599,1,5,64489,1.5
599,1,6,64499,1.8
599,1,7,E6600,-
599,1,8,66439,2.2
599,1,9,66429,2.8
599,1,10,66349,3.9
599,1,11,54309,4.2
599,1,12,CTE,-
599,1,13,E0504,-
599,1,14,5129,15.5
599,1,15,5319,15.9
599,1,16,3129,16.9
599,1,17,3217,17.3
599,1,18,3218,17.5
61,1,1,43009,0
61,1,2,43179,0.6
61,1,3,43189,1
61,1,4,43199,1.4
61,1,5,43209,1.9
61,1,6,42199,2.4
61,1,7,42189,2.7
61,1,8,42179,3
61,1,9,42169,3.4
61,1,10,42159,3.6
61,1,11,42259,3.8
61,1,12,42089,4.2
61,1,13,42149,4.7
61,1,14,12109,5.3
61,1,15,12099,5.7
61,1,16,12089,5.9
61,1,17,12079,6.4
61,1,18,12069,6.8
61,1,19,12119,7.1
61,1,20,12059,7.3
61,1,21,12049,7.6
61,1,22,12039,8
61,1,23,12029,8.3
61,1,24,11299,8.7
61,1,25,11289,9.1
61,1,26,11279,9.4
61,1,27,11269,9.9
61,1,28,11419,10.2
61,1,29,11409,10.6
61,1,30,E1100,-
61,1,31,11459,11.6
61,1,32,11449,11.9
61,1,33,E1101,-
61,1,34,11059,13
61,1,35,11049,13.4
61,1,36,11039,13.8
61,1,37,11029,14.2
61,1,38,11519,14.8
61,1,39,18019,15.5
61,1,40,15059,16
61,1,41,15049,16.3
61,1,42,14189,16.7
61,1,43,14179,17
61,1,44,14169,17.4
61,1,45,14159,17.9
61,1,46,14139,18.3
61,1,47,14129,18.8
61,1,48,14119,19.1
61,1,49,14011,19.7
61,1,50,14239,20.3
61,1,51,14229,20.6
61,1,52,10391,21
61,1,53,10049,21.4
61,1,54,10039,21.7
61,1,55,10018,22
61,1,56,5013,22.8
61,1,57,5023,23.2
61,1,58,4222,23.5
61,1,59,4142,24
61,1,60,1012,24.5
61,1,61,1113,25.1
61,1,62,1121,25.5
61,1,63,1211,25.8
61,1,64,1311,26.1
61,1,65,7371,26.5
61,1,66,60011,27.1
61,1,67,60021,27.7
61,1,68,60031,28.2
61,1,69,60229,28.5
61,1,70,60159,29
61,1,71,E6003,-
61,1,72,60161,30.1
61,1,73,60211,30.9
61,1,74,70101,31.3
61,1,75,70111,31.7
61,1,76,70039,32.2
61,1,77,70151,32.5
61,1,78,70161,32.8
61,1,79,70171,33.2
61,1,80,70181,33.4
61,1,81,70191,33.6
61,1,82,E7039,-
61,1,83,71161,34.1
61,1,84,71151,34.4
61,1,85,71141,34.7
61,1,86,71131,35
61,1,87,71091,35.6
61,1,88,72019,36
61,1,89,83119,36.7
61,1,90,83109,36.9
61,1,91,82069,37.6
61,1,92,82221,38.1
61,1,93,E8001,-
61,1,94,82009,38.8
61,2,1,82009,0
61,2,2,82061,0.5
61,2,3,83101,0.9
61,2,4,83111,1.2
61,2,5,72011,1.7
61,2,6,71099,2
61,2,7,71139,2.4
61,2,8,71149,2.9
61,2,9,71159,3.2
61,2,10,71169,3.5
61,2,11,70391,3.9
61,2,12,70201,4.2
61,2,13,70211,4.6
61,2,14,70221,5.1
61,2,15,E7001,-
61,2,16,70231,5.5
61,2,17,70241,5.8
61,2,18,70021,6.1
61,2,19,70031,6.4
61,2,20,70119,6.8
61,2,21,70109,7.2
61,2,22,60219,7.7
61,2,23,60179,8.1
61,2,24,60221,8.7
61,2,25,60039,9
61,2,26,60029,9.5
61,2,27,60019,10
61,2,28,7369,10.3
61,2,29,7379,10.6
61,2,30,1339,10.8
61,2,31,1329,11.2
61,2,32,1229,11.7
61,2,33,1139,12.1
61,2,34,1039,12.4
61,2,35,1029,12.6
61,2,36,4167,13.1
61,2,37,4249,13.4
61,2,38,5029,13.8
61,2,39,5199,14.2
61,2,40,5189,14.5
61,2,41,5259,14.9
61,2,42,5239,15.1
61,2,43,10021,15.5
61,2,44,10041,15.9
61,2,45,10399,16.4
61,2,46,14221,16.8
61,2,47,14231,17.2
61,2,48,14019,17.6
61,2,49,14141,18.2
61,2,50,14121,18.5
61,2,51,14131,18.9
61,2,52,14151,19.4
61,2,53,14161,19.9
61,2,54,14171,20.2
61,2,55,15041,20.9
61,2,56,15051,21.2
61,2,57,18011,21.7
61,2,58,11511,22.3
61,2,59,11021,22.8
61,2,60,11031,23.1
61,2,61,11441,24
61,2,62,11451,24.3
61,2,63,11171,25
61,2,64,11401,25.5
61,2,65,11261,26
61,2,66,11271,26.6
61,2,67,11281,26.9
61,2,68,11291,27.3
61,2,69,12021,27.7
61,2,70,12031,28.1
61,2,71,12041,28.5
61,2,72,12051,28.8
61,2,73,12111,29
61,2,74,12061,29.5
61,2,75,12071,29.8
61,2,76,12081,30.3
61,2,77,12091,30.6
61,2,78,12101,31.1
61,2,79,42141,31.5
61,2,80,42071,31.9
61,2,81,42151,32.2
61,2,82,42161,32.5
61,2,83,42171,32.9
61,2,84,42181,33.2
61,2,85,42191,33.6
61,2,86,43201,33.9
61,2,87,43191,34.5
61,2,88,43181,34.9
61,2,89,43171,35.3
61,2,90,43009,35.8
67,1,1,44009,0
67,1,2,E4401,-
67,1,3,44461,0.4
67,1,4,44451,0.7
67,1,5,44441,1.1
67,1,6,44121,1.5
67,1,7,44131,2
67,1,8,44141,2.3
67,1,9,44029,2.9
67,1,10,44019,3.1
67,1,11,43119,3.4
67,1,12,43109,3.8
67,1,13,43089,4.1
67,1,14,43069,4.6
67,1,15,43059,5
67,1,16,43049,5.4
67,1,17,43029,5.9
67,1,18,43019,6.3
67,1,19,42119,6.7
67,1,20,42109,7.2
67,1,21,42089,7.6
67,1,22,42059,8.2
67,1,23,42049,8.5
67,1,24,42039,8.9
67,1,25,42029,9.4
67,1,26,42019,9.9
67,1,27,41089,10.4
67,1,28,41079,10.8
67,1,29,41069,11.4
67,1,30,41049,11.8
67,1,31,41029,12.5
67,1,32,41019,13
67,1,33,40099,13.4
67,1,34,40089,13.9
67,1,35,40079,14.2
67,1,36,40119,14.5
67,1,37,40069,14.7
67,1,38,40059,15
67,1,39,40049,15.4
67,1,40,40039,15.7
67,1,41,40029,15.9
67,1,42,40279,16.3
67,1,43,40019,16.8
67,1,44,7031,17.1
67,1,45,7111,17.5
67,1,46,7211,18.1
67,1,47,7249,18.6
67,1,48,7359,18.9
67,1,49,7369,19.2
67,1,50,7379,19.5
67,1,51,80011,20
67,1,52,80031,20.5
67,1,53,80051,20.8
67,1,54,80071,21.2
67,1,55,80091,21.7
67,1,56,81011,22
67,1,57,81031,22.5
67,1,58,81051,22.8
67,1,59,82011,23.3
67,1,60,82032,23.6
67,1,61,82061,24.2
67,1,62,83011,24.8
67,1,63,83031,25.1
67,1,64,83062,25.5
67,1,65,83081,26
67,1,66,84011,26.6
67,1,67,84021,26.9
67,1,68,84031,27.5
67,1,69,84041,28
67,1,70,84191,28.2
67,1,71,84211,28.7
67,1,72,84521,29
67,1,73,84201,29.5
67,1,74,75341,29.8
67,1,75,75061,30.2
67,1,76,75051,30.9
67,1,77,76061,31.5
67,1,78,76051,32
67,1,79,75009,32.6
67,2,1,75009,0
67,2,2,76059,0.6
67,2,3,76069,1.1
67,2,4,75059,1.8
67,2,5,75069,2.5
67,2,6,75349,2.9
67,2,7,84209,3.1
67,2,8,84529,3.6
67,2,9,84219,3.9
67,2,10,84199,4.4
67,2,11,84049,4.6
67,2,12,84039,5.3
67,2,13,84029,5.7
67,2,14,84019,6
67,2,15,83099,6.5
67,2,16,83079,6.9
67,2,17,83059,7.3
67,2,18,83049,7.5
67,2,19,83029,7.9
67,2,20,82069,8.3
67,2,21,82049,8.8
67,2,22,82029,9.2
67,2,23,82109,9.5
67,2,24,81069,9.8
67,2,25,81049,10.3
67,2,26,81029,10.6
67,2,27,80089,11.1
67,2,28,80069,11.5
67,2,29,80049,12
67,2,30,80039,12.2
67,2,31,80029,12.6
67,2,32,7371,13.1
67,2,33,7361,13.4
67,2,34,7351,13.7
67,2,35,7329,13.9
67,2,36,7319,14.2
67,2,37,7419,14.7
67,2,38,7531,15.3
67,2,39,40011,15.8
67,2,40,40271,16.2
67,2,41,40021,16.7
67,2,42,40031,17
67,2,43,40041,17.4
67,2,44,40051,17.7
67,2,45,40111,18.1
67,2,46,40071,18.5
67,2,47,40081,18.9
67,2,48,40091,19.1
67,2,49,41011,19.6
67,2,50,41021,20
67,2,51,41031,20.4
67,2,52,41041,20.6
67,2,53,41051,21
67,2,54,41061,21.2
67,2,55,41071,21.6
67,2,56,41081,22.1
67,2,57,42011,22.5
67,2,58,42021,22.8
67,2,59,42031,23.1
67,2,60,42041,23.5
67,2,61,42051,24
67,2,62,42061,24.3
67,2,63,42071,24.8
67,2,64,42091,25.3
67,2,65,42111,25.8
67,2,66,43011,26
67,2,67,43021,26.5
67,2,68,43041,27.1
67,2,69,43051,27.5
67,2,70,43061,27.9
67,2,71,43071,28.2
67,2,72,43081,28.5
67,2,73,43091,28.9
67,2,74,43111,29.2
67,2,75,44011,29.4
67,2,76,44021,29.7
67,2,77,44149,30.3
67,2,78,44139,30.6
67,2,79,44129,31.2
67,2,80,44449,31.6
67,2,81,44459,32
67,2,82,44469,32.3
67,2,83,E4401,-
67,2,83,44009,32.8
700,1,1,45009,0
700,1,2,E4501,-
700,1,3,44241,0.7
700,1,4,44231,1.2
700,1,5,44229,1.6
700,1,6,44371,2.1
700,1,7,44381,2.4
700,1,8,44351,2.9
700,1,9,44361,3.1
700,1,10,E4502,-
700,1,11,BKE,-
700,1,12,PIE,-
700,1,13,40239,11.7
700,1,14,40089,12.1
700,1,15,40079,12.4
700,1,16,40119,12.7
700,1,17,40069,12.9
700,1,18,40059,13.2
700,1,19,40049,13.6
700,1,20,40189,14
700,1,21,40179,14.2
700,1,22,9219,15
700,1,23,9047,15.4
700,1,24,9037,15.9
700,1,25,8138,16.6
700,1,26,8057,17
700,1,27,8069,17.5
700,1,28,4179,17.8
700,1,29,2049,18.2
700,1,30,2119,18.6
700,1,31,3019,19.6
700,1,32,3059,20
700,1,33,3129,20.4
700,1,34,3218,21
700,1,35,3219,21.2
700,2,1,3239,0
700,2,2,3211,0.2
700,2,3,3223,0.6
700,2,4,3151,1
700,2,5,3021,1.5
700,2,6,3011,2.1
700,2,7,2111,2.7
700,2,8,4111,3.3
700,2,9,4121,3.7
700,2,10,8041,4
700,2,11,8031,4.3
700,2,12,8111,4.8
700,2,13,8121,5.1
700,2,14,E0902,-
700,2,15,E0901,-
700,2,16,9011,5.8
700,2,17,9023,6.1
700,2,18,9212,6.7
700,2,19,40171,7.3
700,2,20,40181,7.6
700,2,21,40041,7.9
700,2,22,40051,8.2
700,2,23,40111,8.6
700,2,24,40071,9
700,2,25,40081,9.4
700,2,26,40231,9.6
700,2,27,PIE,-
700,2,28,BKE,-
700,2,29,E4502,-
700,2,30,44369,17.8
700,2,31,44359,18
700,2,32,44389,18.5
700,2,33,44379,18.8
700,2,34,44221,19.3
700,2,35,44239,19.7
700,2,36,44249,20.1
700,2,37,E4501,-
700,2,38,45009,20.8
700A,1,1,45009,0
700A,1,2,E4501,-
700A,1,3,44241,0.7
700A,1,4,44231,1.2
700A,1,5,44229,1.6
700A,1,6,44371,2.1
700A,1,7,44381,2.4
700A,1,8,44351,2.9
