SVC_NUM,DIR,ROUTE_SEQ,BS_CODE,DISTANCE
10,1,1,75009,0
10,1,2,76059,0.6
10,1,3,76069,1.1
10,1,4,96289,2.3
10,1,5,96109,2.7
10,1,6,85079,3.3
10,1,7,85089,3.5
10,1,8,85069,3.8
10,1,9,85059,4.1
10,1,10,85049,4.5
10,1,11,85039,4.8
10,1,12,85029,5
10,1,13,85019,5.2
10,1,14,94079,5.4
10,1,15,94069,5.9
10,1,16,94059,6.3
10,1,17,94049,6.7
10,1,18,94089,6.9
10,1,19,94039,7.2
10,1,20,94029,7.6
10,1,21,94019,7.8
10,1,22,93099,8.2
10,1,23,93089,8.7
10,1,24,93079,9
10,1,25,93069,9.3
10,1,26,93059,9.7
10,1,27,92159,10
10,1,28,92149,10.3
10,1,29,92139,10.6
10,1,30,92129,11.1
10,1,31,92119,11.6
10,1,32,92109,11.8
10,1,33,92099,12.1
10,1,34,92161,12.6
10,1,35,82071,13
10,1,36,81199,13.8
10,1,37,81189,14.1
10,1,38,81179,14.6
10,1,39,80141,15.3
10,1,40,80219,16
10,1,41,80169,17.4
10,1,42,80159,18.1
10,1,43,2119,18.6
10,1,44,3019,19.6
10,1,45,3059,20
10,1,46,3129,20.4
10,1,47,3217,20.8
10,1,48,5649,21.7
10,1,49,14061,22
10,1,50,14071,22.5
10,1,51,14081,22.9
10,1,52,14101,23.3
10,1,53,14141,24.1
10,1,54,14121,24.4
10,1,55,14131,24.8
10,1,56,14151,25.3
10,1,57,14161,25.8
10,1,58,14171,26.1
10,1,59,15141,26.8
10,1,60,15151,27.1
10,1,61,15161,27.3
10,1,62,15191,27.8
10,1,63,15201,28.1
10,1,64,15221,28.7
10,1,65,16201,29
10,1,66,16011,29.4
10,1,67,16021,29.8
10,1,68,16031,30.1
10,1,69,16041,30.3
10,1,70,16051,30.6
10,1,71,16061,30.8
10,1,72,16071,31.1
10,1,73,16081,31.4
10,1,74,16009,31.9
10,2,1,16009,0
10,2,2,16089,0.4
10,2,3,16079,0.6
10,2,4,16069,0.9
10,2,5,16059,1.2
10,2,6,16049,1.4
10,2,7,16039,1.6
10,2,8,16029,1.9
10,2,9,16019,2.3
10,2,10,16209,2.7
10,2,11,15229,3
10,2,12,15219,3.2
10,2,13,15209,3.6
10,2,14,15199,3.9
10,2,15,15169,4.4
10,2,16,15159,4.6
10,2,17,15149,4.9
10,2,18,14189,5.3
10,2,19,14179,5.6
10,2,20,14169,6
10,2,21,14159,6.5
10,2,22,14139,6.9
10,2,23,14129,7.4
10,2,24,14119,7.7
10,2,25,14109,8.4
10,2,26,14089,8.8
10,2,27,14069,9.7
10,2,28,5641,10.2
10,2,29,3222,10.6
10,2,30,3111,11.3
10,2,31,3071,11.6
10,2,32,3031,11.9
10,2,33,3011,12.5
10,2,34,2111,13.1
10,2,35,80151,13.7
10,2,36,80161,14.6
10,2,37,80211,16.2
10,2,38,80149,16.8
10,2,39,81171,17.5
10,2,40,81181,18
10,2,41,81191,18.4
10,2,42,82079,18.9
10,2,43,92169,19.3
10,2,44,92091,19.9
10,2,45,92101,20.2
10,2,46,92111,20.4
10,2,47,92121,20.9
10,2,48,92131,21.4
10,2,49,92141,21.8
10,2,50,92151,22
10,2,51,93051,22.3
10,2,52,93061,22.7
10,2,53,93071,23.1
10,2,54,93081,23.5
10,2,55,93091,23.8
10,2,56,94011,24.2
10,2,57,94021,24.6
10,2,58,94031,24.9
10,2,59,94041,25.3
10,2,60,94051,25.7
10,2,61,94061,26.2
10,2,62,94071,26.7
10,2,63,85021,27
10,2,64,85031,27.4
10,2,65,85041,27.6
10,2,66,85051,28
10,2,67,85061,28.3
10,2,68,85081,28.5
10,2,69,85071,28.8
10,2,70,96101,29.2
10,2,71,96281,29.6
10,2,72,76061,30.9
10,2,73,76051,31.4
10,2,74,75009,32
100,1,1,66009,0
100,1,2,62129,0.6
100,1,3,62119,0.9
100,1,4,61049,1.2
100,1,5,61051,1.6
100,1,6,70069,2.1
100,1,7,70059,2.6
100,1,8,70049,2.8
100,1,9,70039,3.2
100,1,10,70029,3.5
100,1,11,70019,3.9
100,1,12,81099,4.3
100,1,13,81089,4.6
100,1,14,80089,5.1
100,1,15,80069,5.5
100,1,16,80049,6
100,1,17,80039,6.2
100,1,18,80029,6.6
100,1,19,1339,7.1
100,1,20,1349,7.4
100,1,21,1429,7.8
100,1,22,1419,8
100,1,23,1529,8.4
100,1,24,1519,8.6
100,1,25,1629,9
100,1,26,1619,9.3
100,1,27,2029,10.2
100,1,28,3019,10.8
100,1,29,3059,11.2
100,1,30,3129,11.6
100,1,31,3217,12
100,1,32,5649,12.9
100,1,33,14061,13.2
100,1,34,14071,13.7
100,1,35,14081,14.1
100,1,36,14101,14.5
100,1,37,14141,15.3
100,1,38,14121,15.6
100,1,39,14131,16
100,1,40,14151,16.5
100,1,41,14161,17
100,1,42,14171,17.3
100,1,43,15041,18
100,1,44,15051,18.3
100,1,45,18011,18.8
100,1,46,11511,19.4
100,1,47,11021,19.9
100,1,48,11031,20.2
100,1,49,11041,20.9
100,1,50,11051,21.3
100,1,51,11161,21.8
100,1,52,11171,22.3
100,1,53,11181,22.7
100,1,54,11351,23.2
100,1,55,11009,23.5
100,2,1,11009,0
100,2,2,11359,0.2
100,2,3,11189,0.6
100,2,4,11179,0.8
100,2,5,11169,1.4
100,2,6,11059,2
100,2,7,11049,2.4
100,2,8,11039,2.8
100,2,9,11029,3.2
100,2,10,11519,3.8
100,2,11,18019,4.5
100,2,12,15059,5
100,2,13,15049,5.3
100,2,14,14189,5.7
100,2,15,14179,6
100,2,16,14169,6.4
100,2,17,14159,6.9
100,2,18,14139,7.3
100,2,19,14129,7.8
100,2,20,14119,8.1
100,2,21,14109,8.8
100,2,22,14089,9.2
100,2,23,14069,10.1
100,2,24,5641,10.6
100,2,25,3222,11
100,2,26,3111,11.7
100,2,27,3031,12.3
100,2,28,3011,12.9
100,2,29,2011,13.3
100,2,30,1611,14.3
100,2,31,1621,14.5
100,2,32,1511,14.8
100,2,33,1521,15.1
100,2,34,1411,15.4
100,2,35,1421,15.7
100,2,36,1341,16.2
100,2,37,80011,16.9
100,2,38,80031,17.4
100,2,39,80051,17.7
100,2,40,80071,18.1
100,2,41,80091,18.6
100,2,42,81081,18.8
100,2,43,81091,19.2
100,2,44,70011,19.6
100,2,45,70021,20
100,2,46,70031,20.3
100,2,47,70041,20.8
100,2,48,70051,21.1
100,2,49,70061,21.5
100,2,50,61059,21.9
100,2,51,61041,22.3
100,2,52,62111,22.7
100,2,53,62121,22.9
100,2,54,66009,23.4
101,1,1,66009,0
101,1,2,62131,0.5
101,1,3,62141,0.9
101,1,4,63011,1.4
101,1,5,63021,1.9
101,1,6,63031,2.5
101,1,7,63041,2.8
101,1,8,63051,3
101,1,9,63061,3.3
101,1,10,64011,3.5
101,1,11,64541,4.1
101,1,12,64551,4.4
101,1,13,64529,4.6
101,1,14,64339,4.9
101,1,15,64341,5.1
101,1,16,64351,5.4
101,1,17,64431,5.9
101,1,18,64441,6.2
101,1,19,64461,6.5
101,1,20,66499,6.8
101,1,21,66541,7.1
101,1,22,66551,7.3
101,1,23,66549,7.8
101,1,24,66491,8
101,1,25,64619,8.3
101,1,26,64561,8.6
101,1,27,64359,9.1
101,1,28,64349,9.5
101,1,29,64331,9.9
101,1,30,64521,10.2
101,1,31,64559,10.4
101,1,32,64549,10.6
101,1,33,64019,11.2
101,1,34,63069,11.5
101,1,35,63059,11.8
101,1,36,63049,12.2
101,1,37,63039,12.6
101,1,38,63029,13.1
101,1,39,63019,13.7
101,1,40,62149,14
101,1,41,62189,14.2
101,1,42,62139,-
101,1,43,66009,14.9
103,1,1,66009,0
103,1,2,62131,0.5
103,1,3,62141,0.9
103,1,4,63141,1.3
103,1,5,63361,1.8
103,1,6,63181,2.2
103,1,7,63191,2.6
103,1,8,63201,2.8
103,1,9,63211,3.1
103,1,10,64101,3.6
103,1,11,64111,4
103,1,12,64121,4.4
103,1,13,67079,4.7
103,1,14,67069,5.1
103,1,15,67059,5.4
103,1,16,67049,5.8
103,1,17,67081,6.1
103,1,18,68011,6.3
103,1,19,68021,6.6
103,1,20,68031,7
103,1,21,68051,7.3
103,1,22,68111,7.7
103,1,23,68061,8.3
103,1,24,68091,8.9
103,1,25,68101,9.5
103,1,26,68121,10.1
103,1,27,68161,10.6
103,1,28,68131,11.2
103,1,29,68141,11.7
103,1,30,68151,12.1
103,1,31,68159,12.4
103,1,32,68149,13
103,1,33,68139,13.3
103,1,34,68169,14
103,1,35,68129,14.5
103,1,36,68109,15
103,1,37,68099,15.6
103,1,38,68069,16.2
103,1,39,68119,16.8
103,1,40,68059,17.1
103,1,41,68049,17.3
103,1,42,68039,17.5
103,1,43,68029,17.9
103,1,44,68019,18.2
103,1,45,67089,18.4
103,1,46,67041,18.7
103,1,47,67051,19
103,1,48,67061,19.3
103,1,49,67071,19.8
103,1,50,64129,20.1
103,1,51,64119,20.5
103,1,52,64109,21
103,1,53,63219,21.4
103,1,54,63209,21.7
103,1,55,63199,22.1
103,1,56,63189,22.4
103,1,57,63179,22.6
103,1,58,63369,23
103,1,59,63149,23.2
103,1,60,62149,23.7
103,1,61,62189,23.9
103,1,62,62139,-
103,1,63,66009,24.6
105,1,1,66009,0
105,1,2,66419,0.5
105,1,3,66409,0.9
105,1,4,66399,1.3
105,1,5,66029,1.7
105,1,6,66019,2.2
105,1,7,52069,2.7
105,1,8,52059,3
105,1,9,52361,3.6
105,1,10,52279,4.2
105,1,11,52239,4.8
105,1,12,52189,5.1
105,1,13,52079,6.2
105,1,14,51099,7.4
105,1,15,40249,8.3
105,1,16,40239,8.6
105,1,17,40229,9
105,1,18,40219,9.3
105,1,19,40209,9.7
105,1,20,40199,10.2
105,1,21,9219,10.9
105,1,22,9111,11.6
105,1,23,9121,11.9
105,1,24,9131,12.5
105,1,25,9141,12.8
105,1,26,13011,13.1
105,1,27,13021,13.7
105,1,28,11201,14
105,1,29,11211,14.3
105,1,30,11221,14.8
105,1,31,11089,15.1
105,1,32,11079,15.6
105,1,33,11069,15.9
105,1,34,11161,16.5
105,1,35,11171,17
105,1,36,11181,17.4
105,1,37,11191,17.9
105,1,38,19011,18.4
105,1,39,19021,18.8
105,1,40,19031,19.2
105,1,41,19041,19.6
105,1,42,17151,20.3
105,1,43,17161,20.6
105,1,44,17171,21
105,1,45,17181,21.3
105,1,46,20101,21.6
105,1,47,28011,22.2
105,1,48,28021,22.7
105,1,49,28031,23.1
105,1,50,28041,23.7
105,1,51,28659,24.3
105,1,52,28649,25
105,1,53,28639,25.3
105,1,54,28319,25.7
105,1,55,28449,26.1
105,1,56,28009,26.6
105,2,1,28009,0
105,2,2,28061,-
105,2,3,28311,0.9
105,2,4,28631,1.4
105,2,5,28641,1.7
105,2,6,28651,2.3
105,2,7,28049,2.9
105,2,8,28039,3.3
105,2,9,28029,3.6
105,2,10,28019,4.2
105,2,11,20109,4.8
105,2,12,17189,5.2
105,2,13,17179,5.5
105,2,14,17169,5.8
105,2,15,17159,6.2
105,2,16,19049,6.8
105,2,17,19039,7.3
105,2,18,19029,7.8
105,2,19,19019,8.1
105,2,20,11199,8.5
105,2,21,11189,9
105,2,22,11179,9.2
105,2,23,11169,9.8
105,2,24,11061,10.4
105,2,25,11071,10.8
105,2,26,11081,11.1
105,2,27,11229,11.6
105,2,28,11219,11.9
105,2,29,11209,12.3
105,2,30,13029,12.8
105,2,31,13019,13.4
105,2,32,9149,13.7
105,2,33,9159,14.2
105,2,34,9169,14.5
105,2,35,9179,14.8
105,2,36,9213,15.3
105,2,37,40191,16.1
105,2,38,40201,16.5
105,2,39,40211,16.9
105,2,40,40221,17.1
105,2,41,40231,17.5
105,2,42,51091,19
105,2,43,51101,19.4
105,2,44,52071,20.2
105,2,45,52181,20.8
105,2,46,52231,21
105,2,47,52271,21.6
105,2,48,52369,22.2
105,2,49,52051,23
105,2,50,52061,23.5
105,2,51,66011,24.1
105,2,52,66021,24.6
105,2,53,66391,25
105,2,54,66401,25.2
105,2,55,66411,25.6
105,2,56,66389,25.9
105,2,57,66009,26
107,1,1,64009,0
107,1,2,64391,0.5
107,1,3,63351,0.8
107,1,4,63341,1.2
107,1,5,63059,1.7
107,1,6,63049,2.1
107,1,7,63039,2.5
107,1,8,63029,3
107,1,9,63019,3.6
107,1,10,62149,3.9
107,1,11,62139,4.3
107,1,12,62129,4.6
107,1,13,62119,4.9
107,1,14,61049,5.2
107,1,15,61039,5.6
107,1,16,61029,5.9
107,1,17,61019,6.2
107,1,18,60269,6.5
107,1,19,60209,6.6
107,1,20,60179,7.1
107,1,21,60221,7.7
107,1,22,60039,8
107,1,23,60029,8.5
107,1,24,60019,9
107,1,25,7369,9.3
107,1,26,7379,9.6
107,1,27,1319,9.9
107,1,28,1219,10.3
107,1,29,1239,10.6
107,1,30,1529,11
107,1,31,1519,11.2
107,1,32,1629,11.6
107,1,33,1619,11.9
107,1,34,2029,12.8
107,1,35,3019,13.4
107,1,36,3059,13.8
107,1,37,3129,14.2
107,1,38,3218,14.8
107,1,39,3219,15
107,2,1,3239,0
107,2,2,3211,0.2
107,2,3,3222,0.7
107,2,4,3111,1.4
107,2,5,3031,2
107,2,6,3011,2.6
107,2,7,2011,3
107,2,8,1611,4
107,2,9,1621,4.2
107,2,10,1511,4.5
107,2,11,1521,4.8
107,2,12,1231,5.2
107,2,13,1211,5.5
107,2,14,1311,5.8
107,2,15,7371,6.2
107,2,16,60011,6.8
107,2,17,60021,7.4
107,2,18,60031,7.9
107,2,19,60229,8.2
107,2,20,60159,8.7
107,2,21,60139,-
107,2,22,60231,-
107,2,23,60141,-
107,2,24,60161,9.8
107,2,25,60201,10.5
107,2,26,60261,10.6
107,2,27,61011,10.8
107,2,28,61021,11.1
107,2,29,61031,11.3
107,2,30,61041,11.6
107,2,31,62111,12
107,2,32,62121,12.2
107,2,33,62131,12.5
107,2,34,62141,12.9
107,2,35,63011,13.4
107,2,36,63021,13.9
107,2,37,63031,14.5
107,2,38,63041,14.8
107,2,39,63051,15
107,2,40,63349,15.5
107,2,41,63359,16
107,2,42,64399,16.3
107,2,43,64009,16.8
107M,1,1,64009,0
107M,1,2,64391,0.5
107M,1,3,63351,0.8
107M,1,4,63341,1.2
107M,1,5,63059,1.7
107M,1,6,63049,2.1
107M,1,7,63039,2.5
107M,1,8,63029,3
107M,1,9,63019,3.6
107M,1,10,62149,3.9
107M,1,11,62139,4.3
107M,1,12,62129,4.6
107M,1,13,62119,4.9
107M,1,14,61049,5.2
107M,1,15,61039,5.6
107M,1,16,61029,5.9
107M,1,17,61019,6.2
107M,1,18,60269,6.5
107M,1,19,60209,6.6
107M,1,20,60179,7.1
107M,1,21,60221,7.7
107M,1,22,60039,8
107M,1,23,60029,8.5
107M,1,24,60019,9
107M,1,25,7369,9.3
107M,1,26,7379,9.6
107M,1,27,1319,9.9
107M,1,28,1219,10.3
107M,1,29,1239,10.6
107M,1,30,1529,11
107M,1,31,1519,11.2
107M,1,32,1629,11.6
107M,1,33,1619,11.9
107M,1,34,2089,12.6
107M,1,35,2169,13.1
107M,1,36,2141,13.5
107M,1,37,1511,14
107M,1,38,1521,14.3
107M,1,39,1231,14.7
107M,1,40,1211,15
107M,1,41,1311,15.3
107M,1,42,7371,15.7
107M,1,43,60011,16.3
107M,1,44,60021,16.9
107M,1,45,60031,17.4
107M,1,46,60229,17.7
107M,1,47,60159,18.2
107M,1,48,60139,-
107M,1,49,60231,-
107M,1,50,60141,-
107M,1,51,60161,19.3
107M,1,52,60201,20
107M,1,53,60261,20.1
107M,1,54,61011,20.3
107M,1,55,61021,20.6
107M,1,56,61031,20.8
107M,1,57,61041,21.1
107M,1,58,62111,21.5
107M,1,59,62121,21.7
107M,1,60,62131,22
107M,1,61,62141,22.4
107M,1,62,63011,22.9
107M,1,63,63021,23.4
107M,1,64,63031,24
107M,1,65,63041,24.3
107M,1,66,63051,24.5
107M,1,67,63349,25
107M,1,68,63359,25.5
107M,1,69,64399,25.8
107M,1,70,64009,26.3
109,1,1,66009,0
109,1,2,66361,0.6
109,1,3,66041,1.1
109,1,4,66051,1.4
109,1,5,63361,1.8
109,1,6,63181,2.2
109,1,7,63191,2.6
109,1,8,63201,2.8
109,1,9,63211,3.1
109,1,10,64101,3.6
109,1,11,64491,4.2
109,1,12,64481,4.4
109,1,13,64471,4.7
109,1,14,64601,4.9
109,1,15,64611,5.2
109,1,16,64469,5.4
109,1,17,64629,5.8
109,1,18,67459,6
109,1,19,67469,6.3
109,1,20,67279,6.6
109,1,21,67449,7
109,1,22,67419,7.3
109,1,23,73886,-
109,1,24,77339,13.1
109,1,25,77289,13.6
109,1,26,77239,13.9
109,1,27,77249,14.2
109,1,28,77019,14.7
109,1,29,77029,15.1
109,1,30,77039,15.5
109,1,31,77049,15.9
109,1,32,77059,16.3
109,1,33,78069,16.6
109,1,34,78059,17
109,1,35,98111,17.5
109,1,36,98109,17.7
109,1,37,98031,18.1
109,1,38,98041,18.4
109,1,39,98231,18.7
109,1,40,98051,19
109,1,41,98061,19.6
109,1,42,98071,20
109,1,43,99011,20.4
109,1,44,99021,20.8
109,1,45,99031,21.1
109,1,46,99041,21.5
109,1,47,99139,21.8
109,1,48,99009,22.1
109,2,1,99009,0
109,2,2,99131,0.2
109,2,3,99049,0.5
109,2,4,99039,0.9
109,2,5,99029,1.2
109,2,6,99019,1.6
109,2,7,98079,2.2
109,2,8,98069,2.6
109,2,9,98059,3
109,2,10,98239,3.3
109,2,11,98049,3.6
109,2,12,98039,4
109,2,13,98101,4.5
109,2,14,98119,4.7
109,2,15,78051,5.2
109,2,16,78061,5.6
109,2,17,77051,6
109,2,18,77041,6.4
109,2,19,77031,6.8
109,2,20,77021,7.1
109,2,21,77011,7.5
109,2,22,77241,7.8
109,2,23,77231,8.1
109,2,24,77281,8.4
109,2,25,77331,8.8
109,2,26,73885,-
109,2,27,67411,14.6
109,2,28,67441,14.9
109,2,29,67271,15.4
109,2,30,67461,15.7
109,2,31,67451,16.1
109,2,32,64621,16.3
109,2,33,64461,16.6
109,2,34,64619,16.9
109,2,35,64609,17.1
109,2,36,64479,17.4
109,2,37,64489,17.7
109,2,38,64499,18
109,2,39,64109,18.4
109,2,40,63219,18.8
109,2,41,63209,19.1
109,2,42,63199,19.5
109,2,43,63189,19.8
109,2,44,63179,20
109,2,45,63369,20.4
109,2,46,66059,20.8
109,2,47,66049,21.2
109,2,48,66369,21.5
109,2,49,66389,22
109,2,50,66009,22.1
10e,1,1,85049,0
10e,1,2,85039,0.3
10e,1,3,85029,0.5
10e,1,4,85019,0.7
10e,1,5,94079,0.9
10e,1,6,94069,1.4
10e,1,7,94059,1.8
10e,1,8,94049,2.2
10e,1,9,94089,2.4
10e,1,10,94039,2.7
10e,1,11,94029,3.1
10e,1,12,94019,3.3
10e,1,13,93099,3.7
10e,1,14,93089,4.2
10e,1,15,93079,4.5
10e,1,16,93069,4.8
10e,1,17,93059,5.2
10e,1,18,92159,5.5
10e,1,19,92149,5.8
10e,1,20,92139,6.1
10e,1,21,92129,6.6
10e,1,22,92119,7.1
10e,1,23,92109,7.3
10e,1,24,92099,7.6
10e,1,25,92161,-
10e,1,26,81199,-
10e,1,27,81189,-
10e,1,28,80141,-
10e,1,29,80219,-
10e,1,30,80159,13.6
10e,1,31,2119,14.1
10e,1,32,3019,15.1
10e,1,33,3059,15.5
10e,1,34,3129,15.9
10e,1,35,3217,16.3
10e,2,1,3222,0
10e,2,2,3111,0.7
10e,2,3,3071,1
10e,2,4,3031,1.3
10e,2,5,3011,1.9
10e,2,6,2111,-
10e,2,7,80151,3.1
10e,2,8,80161,-
10e,2,9,80149,-
10e,2,10,81171,-
10e,2,11,81191,-
10e,2,12,82079,-
10e,2,13,92091,9.3
10e,2,14,92101,9.6
10e,2,15,92111,9.8
10e,2,16,92121,10.3
10e,2,17,92131,10.8
10e,2,18,92141,11.2
10e,2,19,92151,11.4
10e,2,20,93051,11.7
10e,2,21,93061,12.1
10e,2,22,93071,12.5
10e,2,23,93081,12.9
10e,2,24,93091,13.2
10e,2,25,94011,13.6
10e,2,26,94021,14
10e,2,27,94031,14.3
10e,2,28,94041,14.7
10e,2,29,94051,15.1
10e,2,30,94061,15.6
10e,2,31,94071,16.1
10e,2,32,85021,16.4
10e,2,33,85031,16.8
10e,2,34,85041,17
11,1,1,80009,0
11,1,2,80051,0.4
11,1,3,80119,1
11,1,4,80149,1.6
11,1,5,80189,2.2
11,1,6,80179,3
11,1,7,80199,3.3
11,1,8,80191,3.5
11,1,9,80171,3.7
11,1,10,80181,4.4
11,1,11,80141,4.8
11,1,12,80111,5.4
11,1,13,80049,5.8
11,1,14,80009,6.2
111,1,1,11009,0
111,1,2,11359,0.2
111,1,3,11189,0.6
111,1,4,11179,0.8
111,1,5,11169,1.4
111,1,6,11159,2.2
111,1,7,11149,2.6
111,1,8,11139,2.9
111,1,9,10299,3.4
111,1,10,10289,3.7
111,1,11,10321,4.1
111,1,12,13031,4.7
111,1,13,13041,5.2
111,1,14,13201,5.6
111,1,15,9159,6.1
111,1,16,9169,6.4
111,1,17,9179,6.7
111,1,18,9048,7.2
111,1,19,9038,7.8
111,1,20,8138,8.2
111,1,21,8057,8.6
111,1,22,8069,9.1
111,1,23,4179,9.4
111,1,24,2049,9.8
111,1,25,2151,10.4
111,1,26,2161,11.1
111,1,27,2171,11.4
111,1,28,2051,11.8
111,1,29,2061,12.1
111,1,30,4111,12.8
111,1,31,4121,13.2
111,1,32,8041,13.5
111,1,33,8031,13.8
111,1,34,8111,14.3
111,1,35,8121,14.6
111,1,36,9059,14.9
111,1,37,9022,15.4
111,1,38,9111,15.9
111,1,39,9121,16.2
111,1,40,9131,16.8
111,1,41,13209,17
111,1,42,13049,17.3
111,1,43,13039,17.8
111,1,44,10329,18.5
111,1,45,10281,18.8
111,1,46,10291,19.2
111,1,47,11141,19.9
111,1,48,11151,20.5
111,1,49,11161,21.1
111,1,50,11171,21.6
111,1,51,11181,22
111,1,52,11351,22.5
111,1,53,11009,22.8
112,1,1,64009,0
112,1,2,64041,0.7
112,1,3,64051,1.1
112,1,4,64329,1.5
112,1,5,64319,1.8
112,1,6,64309,2.1
112,1,7,64239,2.5
112,1,8,64209,3
112,1,9,63139,3.3
112,1,10,63239,3.9
112,1,11,63229,4.2
112,1,12,63031,4.9
112,1,13,63041,5.2
112,1,14,63051,5.4
112,1,15,63349,5.9
112,1,16,63339,6.5
112,1,17,63329,6.8
112,1,18,63391,7.2
112,1,19,63381,7.5
112,1,20,63371,7.9
112,1,21,64411,8.2
112,1,22,64479,8.5
112,1,23,64489,8.8
112,1,24,64509,9.1
112,1,25,64519,9.5
112,1,26,64471,9.9
112,1,27,64419,10.3
112,1,28,63379,10.6
112,1,29,63389,11
112,1,30,63399,11.3
112,1,31,63321,11.5
112,1,32,63331,11.9
112,1,33,63341,12.3
112,1,34,63059,12.8
112,1,35,63049,13.2
112,1,36,63039,13.6
112,1,37,63221,14.3
112,1,38,63231,14.6
112,1,39,63131,15.1
112,1,40,64201,15.5
112,1,41,64231,16
112,1,42,64301,16.4
112,1,43,64311,16.7
112,1,44,64321,17
112,1,45,64059,17.3
112,1,46,64049,17.6
112,1,47,64009,18.3
113,1,1,64009,0
113,1,2,64041,0.7
113,1,3,64051,1.1
113,1,4,64071,1.6
113,1,5,64039,2.1
113,1,6,64371,2.5
113,1,7,64381,2.8
113,1,8,64391,3.1
113,1,9,63351,3.4
113,1,10,63341,3.8
113,1,11,63059,4.3
113,1,12,63049,4.7
113,1,13,63039,5.1
113,1,14,63221,5.8
113,1,15,63231,6.1
113,1,16,63261,6.3
113,1,17,63271,6.6
113,1,18,63281,6.9
113,1,19,63291,7.3
113,1,20,63301,7.6
113,1,21,62221,7.9
113,1,22,62219,8.3
113,1,23,62059,8.7
113,1,24,62229,9.1
113,1,25,63309,9.5
113,1,26,63299,9.8
113,1,27,63289,10.1
113,1,28,63279,10.4
113,1,29,63269,10.7
113,1,30,63239,10.9
113,1,31,63229,11.2
113,1,32,63031,11.9
113,1,33,63041,12.2
113,1,34,63051,12.4
113,1,35,63349,12.9
113,1,36,63359,13.4
113,1,37,64399,13.7
113,1,38,64389,14.1
113,1,39,64379,14.4
113,1,40,64031,14.7
113,1,41,64079,15.2
113,1,42,64059,15.7
113,1,43,64049,16
113,1,44,64009,16.7
115,1,1,63221,0
115,1,2,63231,0.3
115,1,3,63261,0.5
115,1,4,63271,0.8
115,1,5,63281,1.1
115,1,6,63099,1.5
115,1,7,63089,1.9
115,1,8,63079,2.3
115,1,9,63241,2.8
115,1,10,63059,3.2
115,1,11,63049,3.6
115,1,12,63039,4
115,1,13,63221,4.7
119,1,1,67009,0
119,1,2,67189,0.4
119,1,3,67101,0.7
119,1,4,67111,1
119,1,5,67121,1.4
119,1,6,67131,1.7
119,1,7,67141,2
119,1,8,67151,2.4
119,1,9,67161,2.9
119,1,10,65019,3.2
119,1,11,64029,3.6
119,1,12,64079,4
119,1,13,64059,4.5
119,1,14,64049,4.8
119,1,15,64019,5.1
119,1,16,63069,5.4
119,1,17,63059,5.7
119,1,18,63049,6.1
119,1,19,63039,6.5
119,1,20,63221,7.2
119,1,21,63231,7.5
119,1,22,63041,8.2
119,1,23,63051,8.4
119,1,24,63061,8.7
119,1,25,64011,8.9
119,1,26,64041,9.3
119,1,27,64051,9.7
119,1,28,64071,10.2
119,1,29,64021,10.6
119,1,30,65011,11
119,1,31,67169,11.3
119,1,32,67159,12
119,1,33,67139,12.4
119,1,34,67129,12.8
119,1,35,67119,13
119,1,36,67109,13.4
119,1,37,67009,13.9
12,1,1,77009,0
12,1,2,78109,0.8
12,1,3,78081,1.2
12,1,4,78071,1.6
12,1,5,78069,1.8
12,1,6,78059,2.2
12,1,7,98099,2.6
12,1,8,98019,3
12,1,9,76249,3.6
12,1,10,76239,3.9
12,1,11,76109,4.5
12,1,12,96129,5.2
12,1,13,96189,5.4
12,1,14,96199,5.7
12,1,15,96209,6.1
12,1,16,96039,6.7
12,1,17,96029,7
12,1,18,96019,7.4
12,1,19,85109,7.7
12,1,20,85099,8.4
12,1,21,84101,9
12,1,22,84071,9.4
12,1,23,84081,9.7
12,1,24,84141,10
12,1,25,84111,10.4
12,1,26,84151,10.9
12,1,27,93099,11.5
12,1,28,93089,12
12,1,29,93079,12.3
12,1,30,93069,12.6
12,1,31,93059,13
12,1,32,92159,13.3
12,1,33,92149,13.6
12,1,34,92139,13.9
12,1,35,92129,14.4
12,1,36,92119,14.9
12,1,37,92109,15.1
12,1,38,92099,15.4
12,1,39,91079,15.8
12,1,40,91069,16.1
12,1,41,91059,16.7
12,1,42,91049,16.9
12,1,43,91091,17.3
12,1,44,80141,18
12,1,45,80111,18.6
12,1,46,80049,19
12,1,47,80039,19.2
12,1,48,80029,19.6
12,1,49,1319,20.2
12,1,50,1219,20.6
12,1,51,1129,20.9
12,1,52,1059,21.3
12,1,53,1119,21.6
12,1,54,1019,22
12,1,55,4159,22.3
12,1,56,4149,22.6
12,1,57,4229,22.9
12,1,58,4239,23.1
12,1,59,5059,23.4
12,1,60,5049,23.6
12,1,61,5039,24
12,1,62,5019,24.3
12,1,63,10589,24.9
12,2,1,10589,0
12,2,2,10017,0.2
12,2,3,5013,1.2
12,2,4,5023,1.6
12,2,5,4222,1.9
12,2,6,4142,2.4
12,2,7,1012,2.9
12,2,8,1112,3.4
12,2,9,1121,4
12,2,10,1211,4.3
12,2,11,1311,4.6
12,2,12,80011,5.3
12,2,13,80031,5.8
12,2,14,80051,6.1
12,2,15,80119,6.7
12,2,16,80149,7.3
12,2,17,80279,7.8
12,2,18,91099,8.1
12,2,19,91041,8.5
12,2,20,91051,8.8
12,2,21,91061,9.1
